Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name
PonAbe	sarcoma antigen 1-like	LOC100459263	141702146	141718825	+	ANCESTRAL	SAGE1	no	
PonAbe	putative SAGE1-like protein	LOC100460011	141775831	141789181	-	ANCESTRAL	SAGE1	no	
PonAbe	cancer/testis antigen family 45 member A3	LOC100460374	141821222	141825529	+	ANCESTRAL	CT45A8	no	
PonAbe	sarcoma antigen 1-like	LOC100438002	141909361	141917584	-	ANCESTRAL	SAGE1	no	
PonAbe	cancer/testis antigen family 45 member A10	LOC112128541	141938522	141946494	-	ANCESTRAL	CT45A8	no	
PonAbe	cancer/testis antigen family 45 member A10	LOC100462578	141955758	141963835	-	ANCESTRAL	CT45A8	no	
PonAbe	putative MAGE domain-containing protein MAGEA13P	LOC100444595	144647263	144648315	+	ANCESTRAL	MAGEB18	no	
PonAbe	uncharacterized protein AH6.3-like	LOC103889114	146221508	146222321	+	ANCESTRAL	uncharacterized LOC129476473	no	
PonAbe	uncharacterized protein AH6.3-like	LOC103889115	146429332	146430144	-	ANCESTRAL	uncharacterized LOC129476473	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129053084	147271800	147273062	+	ANCESTRAL	SPANXA1	no	
PonAbe	melanoma-associated antigen C1	LOC100936035	148096914	148099569	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen C2-like	LOC100455154	148117564	148118688	+	ANCESTRAL	MAGEB18	no	
PonAbe	melanoma-associated antigen C1-like	LOC100451620	148136510	148142439	+	AMPLICONIC	MAGEB18	yes	Q17A
PonAbe	melanoma-associated antigen C1-like	LOC100442935	148407772	148413696	-	AMPLICONIC	MAGEB18	yes	Q17B
PonAbe	melanoma-associated antigen C2	LOC100455887	148433754	148436732	-	AMPLICONIC	MAGEB18	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N4	LOC103889120	149245900	149254400	+	ANCESTRAL	SPANXA1	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N3	LOC100457335	149741787	149750543	-	ANCESTRAL	SPANXA1	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100458898	149926394	149934811	-	ANCESTRAL	SPANXA1	no	
PonAbe	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129053088	151438197	151439403	+	AMPLICONIC	SPANXA1	no	
PonAbe	protein TsetseEP-like	LOC112130746	151530794	151532174	+	ANCESTRAL	SPANXA1	no	
PonAbe	uncharacterized protein CXorf51A	LOC100431875	153097449	153098211	-	ANCESTRAL	CXorf51B	no	
PonAbe	motor neuron and pancreas homeobox protein 1-like	LOC134760887	155900232	155908153	-	ANCESTRAL	uncharacterized LOC129053094	no	
PonAbe	EOLA-like protein	LOC100436004	155912145	155916185	+	AMPLICONIC	EOLA1	no	
PonAbe	heat shock transcription factor, X-linked member 3	LOC112130987	155914775	155916414	-	AMPLICONIC	HSFX3	no	
PonAbe	heat shock transcription factor, X-linked member 3	LOC112130989	155924696	155926523	-	AMPLICONIC	HSFX3	no	
PonAbe	heat shock transcription factor, X-linked member 3-like	LOC134760886	155934625	155936290	-	AMPLICONIC	HSFX3	no	
PonAbe	melanoma-associated antigen 9	LOC129052869	156022208	156027932	-	AMPLICONIC	MAGEB18	yes	Q18.2A
PonAbe	heat shock transcription factor, X-linked	LOC112131491	156033037	156036173	-	AMPLICONIC	HSFX3	yes	Q18.2A
PonAbe	transmembrane protein 185A-like	LOC129053092	156036635	156040997	-	AMPLICONIC	TMEM185A	yes	Q18.2A
PonAbe	transmembrane protein 185A	LOC100440565	156142040	156146401	+	AMPLICONIC	TMEM185A	yes	Q18.2B
PonAbe	heat shock transcription factor, X-linked-like	LOC129053093	156146864	156150014	+	AMPLICONIC	HSFX1	yes	Q18.2B
PonAbe	melanoma-associated antigen 9	LOC100456992	156154467	156160832	+	AMPLICONIC	MAGEB18	yes	Q18.2B
PonAbe	heat shock transcription factor, X-linked	LOC100438616	156225680	156229701	+	AMPLICONIC	HSFX3	yes	Q18.4B
PonAbe	melanoma-associated antigen 9	LOC112131876	156234470	156240069	+	AMPLICONIC	MAGEB18	yes	Q18.3B
PonAbe	uncharacterized LOC129053094	LOC129053094	156398859	156466198	+	ANCESTRAL	uncharacterized LOC129053094	no	
PonAbe	melanoma-associated antigen 6	LOC100458539	159220012	159223583	+	AMPLICONIC	MAGEB18	yes	Q19A
PonAbe	chondrosarcoma-associated gene 2/3 protein	LOC100457930	159230010	159231053	-	AMPLICONIC	CSAG1	yes	Q19A
PonAbe	chondrosarcoma-associated gene 2/3 protein	LOC100456253	159248867	159249706	-	AMPLICONIC	CSAG1	yes	Q19A
PonAbe	melanoma-associated antigen 12	LOC129047329	159255142	159259102	+	AMPLICONIC	MAGEB18	no	
PonAbe	chondrosarcoma-associated gene 2/3 protein-like	LOC129047273	159263110	159263964	+	AMPLICONIC	CSAG1	yes	Q19B
PonAbe	melanoma-associated antigen 2	LOC129052873	159272509	159274248	-	AMPLICONIC	MAGEB18	yes	Q19B
PonAbe	melanoma-associated antigen 6	LOC129053098	159289217	159292787	-	AMPLICONIC	MAGEB18	yes	Q19B
PonAbe	PNMA family member 6A	LOC100461984	159613350	159616035	-	AMPLICONIC	PNMA6E	yes	Q20B
PonAbe	PWWP domain-containing DNA repair factor 4	LOC129053100	159662180	159670495	-	AMPLICONIC	PWWP4	yes	Q21A
PonAbe	PWWP domain-containing DNA repair factor 4-like	LOC129053101	159831872	159839733	+	AMPLICONIC	PWWP4	no	
PonAbe	paraneoplastic antigen Ma6E	LOC112131058	159964861	159968173	-	ANCESTRAL	PNMA6E	no	
PonAbe	long-wave-sensitive opsin 1	LOC129053106	160714792	160729573	+	ANCESTRAL	OPN1LW	no	
PonAbe	testis-specific protein TEX28	LOC129053105	160727846	160753267	-	ANCESTRAL	TEX28	no	
PonAbe	cancer/testis antigen 1	LOC100449857	161088366	161092883	+	ANCESTRAL	LAGE3	no	
PonAbe	cancer/testis antigen 2	LOC100452836	161140786	161143807	-	ANCESTRAL	LAGE3	no	
PonAbe	histone H2A-Bbd type 2/3	LOC112130766	161390424	161391066	+	ANCESTRAL	H2AB3	no	
PonAbe	histone H2A-Bbd type 2/3	LOC112130778	161929324	161930416	+	AMPLICONIC	H2AB3	yes	Q24A
PonAbe	40-kDa huntingtin-associated protein	LOC112130779	161930615	161932942	+	AMPLICONIC	F8A2	yes	Q24A
PonAbe	40-kDa huntingtin-associated protein	LOC112131028	162003987	162006313	-	AMPLICONIC	F8A2	yes	Q24B
PonAbe	histone H2A-Bbd type 2/3	LOC112130917	162006513	162007605	-	AMPLICONIC	H2AB3	yes	Q24B
SymSyn	protein kinase cAMP-dependent X-linked catalytic subunit	PRKX	17672105	17782408	-	ANCESTRAL	TBL1X	no	
SymSyn	transducin beta like 1 X-linked	TBL1X	23564333	23788378	+	ANCESTRAL	TBL1X	no	
SymSyn	thymosin beta 4 X-linked	TMSB4X	27049622	27051818	+	ANCESTRAL	TMSB15B	no	
SymSyn	MAGE family member B17	MAGEB17	30291769	30295556	+	ANCESTRAL	MAGEB18	no	
SymSyn	MAGE family member B18	MAGEB18	40333938	40336270	+	ANCESTRAL	MAGEB18	no	
SymSyn	MAGE family member B2	MAGEB2	44313613	44318108	+	ANCESTRAL	MAGEB18	no	
SymSyn	MAGE family member B16	MAGEB16	49872036	49877498	+	ANCESTRAL	MAGEB18	no	
SymSyn	PAGE family member 1	PAGE1	63167172	63175958	-	ANCESTRAL	GAGE1	no	
SymSyn	PAGE family member 4	PAGE4	63235477	63314927	+	ANCESTRAL	GAGE1	no	
SymSyn	centromere protein V like 3	CENPVL3	65022251	65024280	-	ANCESTRAL	CENPVL2	no	
SymSyn	MAGE family member D1	MAGED1	65197768	65297206	+	ANCESTRAL	MAGED1	no	
SymSyn	X antigen family member 2	XAGE2	65733997	65740933	+	ANCESTRAL	GAGE1	no	
SymSyn	SPANX family member N5	SPANXN5	65912467	65913627	-	AMPLICONIC	SPANXA1	yes	Q10B
SymSyn	family with sequence similarity 156 member A	FAM156A	65965012	65978002	+	AMPLICONIC	FAM156B	yes	Q11A
SymSyn	MAGE family member D2	MAGED2	67884547	67892910	+	ANCESTRAL	MAGED1	no	
SymSyn	trophinin	TRO	68014981	68025619	+	ANCESTRAL	MAGED1	no	
SymSyn	PAGE family member 2B	PAGE2B	68115413	68181163	+	ANCESTRAL	GAGE1	no	
SymSyn	PAGE family member 3	PAGE3	68325158	68338383	-	ANCESTRAL	GAGE1	no	
SymSyn	spindlin family member 3	SPIN3	69756669	69767729	-	ANCESTRAL	SPIN2A	no	
SymSyn	zinc finger X-linked duplicated A	ZXDA	70518856	70521620	-	ANCESTRAL	ZXDA	no	
SymSyn	spindlin family member 4	SPIN4	71575683	71581165	-	ANCESTRAL	SPIN2A	no	
SymSyn	poly(A) binding protein cytoplasmic 1 like 2A	PABPC1L2A	80746294	80748889	-	AMPLICONIC	PABPC1L2B	no	
SymSyn	poly(A) binding protein cytoplasmic 5	PABPC5	96446656	96449902	+	ANCESTRAL	PABPC1L2B	no	
SymSyn	ribosomal protein L36a	RPL36A	105864967	105869844	+	ANCESTRAL	RPL36A-HNRNPH2	no	
SymSyn	armadillo repeat containing X-linked 1	ARMCX1	106001491	106007750	+	ANCESTRAL	ARMCX2	no	
SymSyn	armadillo repeat containing X-linked 3	ARMCX3	106080645	106085660	+	ANCESTRAL	ARMCX2	no	
SymSyn	armadillo repeat containing X-linked 2	ARMCX2	106115374	106119984	-	ANCESTRAL	ARMCX2	no	
SymSyn	thymosin beta 15A	TMSB15A	106687984	106789240	-	ANCESTRAL	TMSB15B	no	
SymSyn	G protein-coupled receptor associated sorting protein 2	GPRASP2	106795252	106917233	+	ANCESTRAL	GPRASP2	no	
SymSyn	G protein-coupled receptor associated sorting protein 1	GPRASP1	106789244	106852279	+	ANCESTRAL	GPRASP2	no	
SymSyn	RAB40A like	RAB40AL	106974777	107096198	+	ANCESTRAL	RAB40A	no	
SymSyn	nuclear RNA export factor 3	NXF3	107231499	107249306	-	ANCESTRAL	NXF2	no	
SymSyn	transcription elongation factor A like 8	TCEAL8	107364899	107367093	-	ANCESTRAL	TCEAL8	no	
SymSyn	cancer/testis antigen family 47 member C1	CT47C1	122591704	122595551	+	ANCESTRAL	CT47C1	no	
SymSyn	small integral membrane protein 10	SMIM10	137977043	137983216	+	ANCESTRAL	SMIM10L2A	no	
SymSyn	integrator complex subunit 6 like	INTS6L	138494825	138553613	+	ANCESTRAL	SAGE1	no	
SymSyn	sarcoma antigen 1	SAGE1	138752602	138774348	+	AMPLICONIC	SAGE1	no	
SymSyn	MAGE family member C1	MAGEC1	144914986	144922158	-	ANCESTRAL	MAGEB18	no	
SymSyn	SPANX family member N2	SPANXN2	146433765	146442386	-	ANCESTRAL	SPANXA1	no	
SymSyn	endothelium and lymphocyte associated ASCH domain 1	EOLA1	152092956	152109258	+	AMPLICONIC	EOLA1	yes	Q22.1A
SymSyn	MAGE family member A11	MAGEA11	152344792	152350016	-	AMPLICONIC	MAGEB18	no	
SymSyn	endothelium and lymphocyte associated ASCH domain 2	EOLA2	152482005	152493696	-	AMPLICONIC	EOLA1	yes	Q22.1B
SymSyn	MAGE family member A4	MAGEA4	154402490	154411936	+	ANCESTRAL	MAGEB18	no	
SymSyn	MAGE family member A10	MAGEA10	154610683	154614990	-	ANCESTRAL	MAGEB18	no	
SymSyn	MAGE family member A12	MAGEA12	155188954	155192966	+	AMPLICONIC	MAGEB18	no	
SymSyn	PNMA family member 5	PNMA5	155464918	155470202	-	ANCESTRAL	PNMA6E	no	
SymSyn	PNMA family member 3	PNMA3	155508057	155512161	+	ANCESTRAL	PNMA6E	no	
SymSyn	MAGE family member A1	MAGEA1	155611575	155616219	+	AMPLICONIC	MAGEB18	no	
SymSyn	PNMA family member 6F	PNMA6F	155710682	155714573	-	ANCESTRAL	PNMA6E	no	
SymSyn	L antigen family member 3	LAGE3	156808628	156810139	-	ANCESTRAL	LAGE3	no	
SymSyn	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	156880619	156897815	+	ANCESTRAL	IKBKG	no	
SymSyn	coagulation factor VIII	F8	157101163	157319199	-	ANCESTRAL	F8A2	no	
SymSyn	H2A.B variant histone 1	H2AB1	157143721	157144171	+	ANCESTRAL	H2AB3	no	
SymSyn	coagulation factor VIII associated 1	F8A1	157145030	157146711	+	ANCESTRAL	F8A2	no	
SymSyn	MAGE family member B6B	MAGEB6B	40358329	40360126	+	ANCESTRAL	MAGEB18	no	
SymSyn	H2A.L variant histone 3	H2AL3	50761013	50761746	+	ANCESTRAL	H2AB3	no	
SymSyn	nudix hydrolase 10	NUDT10	64756490	64761397	+	ANCESTRAL	NUDT10	no	
SymSyn	centromere protein V like 2	CENPVL2	65087383	65088997	-	AMPLICONIC	CENPVL2	yes	Q8A
SymSyn	RAB40A, member RAS oncogene family	RAB40A	107611780	107616076	-	ANCESTRAL	RAB40A	no	
SymSyn	embryonic testis differentiation homolog C	ETDC	138297383	138297584	+	ANCESTRAL	ETDA	no	
SymSyn	SPANX family member N4	SPANXN4	145755250	145763612	+	ANCESTRAL	SPANXA1	no	
SymSyn	PNMA family member 6A	PNMA6A	155520531	155523977	+	ANCESTRAL	PNMA6E	no	
SymSyn	PWWP domain containing 4	PWWP4	155658505	155664106	+	AMPLICONIC	PWWP4	yes	Q24B
SymSyn	coagulation factor VIII associated 3	F8A3	157624820	157626620	+	AMPLICONIC	F8A2	yes	Q26A
SymSyn	opsin 1, medium wave sensitive 3	OPN1MW3	156582137	156597316	+	ANCESTRAL	OPN1LW	no	
SymSyn	thymosin beta 15C	TMSB15C	108018056	108021415	+	ANCESTRAL	TMSB15B	no	
SymSyn	endogenous retrovirus group K member 113 Env polyprotein-like	LOC134736069	23137	30945	+	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no	
SymSyn	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	LOC129475916	15409822	15449954	+	PAR	CSF2RA	no	
SymSyn	atherin-like	LOC129475921	15481525	15487408	+	PAR	TBL1X	no	
SymSyn	anoctamin-8-like	LOC129476363	17907137	17930604	-	ANCESTRAL	TBL1X	no	
SymSyn	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129475033	18009407	18053913	+	AMPLICONIC	CSF2RA	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475865	20593405	20603853	-	ANCESTRAL	VCX2	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475809	20612358	20622740	-	ANCESTRAL	VCX2	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475853	20631349	20632294	-	ANCESTRAL	VCX2	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475731	21900132	21900845	+	ANCESTRAL	VCX2	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475165	21983856	22529086	+	ANCESTRAL	VCX2	no	
SymSyn	variable charge X-linked protein 3-like	LOC129475166	22219286	22220058	-	ANCESTRAL	VCX2	no	
SymSyn	thymosin beta-10-like	LOC134735967	32444907	32445145	+	ANCESTRAL	TMSB15B	no	
SymSyn	melanoma-associated antigen B6	LOC129476257	40384725	40387669	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen B10	LOC129476019	41704161	41910063	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen B10-like	LOC129475274	41943262	41944329	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen B3	LOC129476223	44328711	44334133	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen B4	LOC129476229	44338267	44339724	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen B1	LOC129476230	44340282	44353935	+	ANCESTRAL	MAGEB18	no	
SymSyn	sperm acrosome-associated protein 5	LOC129476227	61776554	61778752	+	ANCESTRAL	SPACA5	no	
SymSyn	uncharacterized LOC129475302	LOC129475302	61860960	62038302	-	ANCESTRAL	SSX4B	no	
SymSyn	protein SSX4-like	LOC129476248	61941547	62074122	+	AMPLICONIC	SSX4B	yes	Q7B
SymSyn	putative protein SSX8	LOC129476250	61943846	61952686	+	AMPLICONIC	SSX4B	yes	Q7B
SymSyn	protein SSX2-like	LOC129476247	62028087	62038342	-	ANCESTRAL	SSX4B	no	
SymSyn	G antigen 10-like	LOC129476127	62966200	62988162	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129476126	62986954	62994025	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475735	62996250	63003294	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475736	63005554	63012656	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475737	63014867	63021965	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475738	63024176	63031265	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475740	63033476	63040575	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475741	63042786	63049883	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475742	63052094	63059186	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475743	63061397	63068488	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10-like	LOC129475744	63070699	63077791	+	ANCESTRAL	GAGE1	no	
SymSyn	G antigen 10	LOC129475745	63079995	63086737	+	ANCESTRAL	GAGE1	no	
SymSyn	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC129476107	64912305	64919073	-	ANCESTRAL	NUDT10	no	
SymSyn	centromere protein V-like protein 1	LOC129475102	65097536	65099057	+	AMPLICONIC	CENPVL2	no	
SymSyn	putative uncharacterized protein FLJ39060	LOC129476236	65448311	65449683	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q9.1A
SymSyn	melanoma-associated antigen D4	LOC129475988	65457244	65464708	-	AMPLICONIC	MAGED1	yes	Q9.1A
SymSyn	melanoma-associated antigen D4-like	LOC129475842	65575505	65582961	+	AMPLICONIC	MAGED1	yes	Q9.2B
SymSyn	putative uncharacterized protein FLJ39060	LOC129475843	65589751	65592827	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q9.1B
SymSyn	uncharacterized LOC129475845	LOC129475845	65828013	65830257	+	AMPLICONIC	XAGE1A	yes	Q10A
SymSyn	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129475312	65843442	65845396	+	AMPLICONIC	SPANXA1	yes	Q10A
SymSyn	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129476094	65857093	65858253	+	AMPLICONIC	SPANXA1	yes	Q10A
SymSyn	protein SSX7-like	LOC129475639	65865482	65874885	-	AMPLICONIC	SSX4B	yes	Q10A
SymSyn	protein SSX7-like	LOC129475650	65895840	65906354	+	AMPLICONIC	SSX4B	yes	Q10B
SymSyn	protein FAM156A/FAM156B	LOC129475006	66017936	66071596	-	AMPLICONIC	FAM156B	yes	Q11B
SymSyn	X antigen family member 3-like	LOC134735975	68274933	68289714	+	ANCESTRAL	GAGE1	no	
SymSyn	X antigen family member 3-like	LOC129475318	68663206	68667575	-	ANCESTRAL	GAGE1	no	
SymSyn	endogenous retrovirus group K member 25 Env polyprotein-like	LOC134736006	68798175	68800770	-	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no	
SymSyn	endogenous retrovirus group K member 25 Env polyprotein-like	LOC129476453	68853278	68856494	+	AMPLICONIC	endogenous retrovirus group K member 6 Env polyprotein-like	yes	Q13B
SymSyn	spindlin-2C-like	LOC129475322	69840323	69842664	-	ANCESTRAL	SPIN2A	no	
SymSyn	spindlin-2	LOC129476446	69878454	69880400	-	ANCESTRAL	SPIN2A	no	
SymSyn	spindlin-2-like	LOC129476447	69893753	69895134	-	ANCESTRAL	SPIN2A	no	
SymSyn	zinc finger X-linked protein ZXDB	LOC129476443	70307114	70313779	+	ANCESTRAL	ZXDA	no	
SymSyn	uncharacterized protein CXorf49-like	LOC129476098	79432415	79436769	-	ANCESTRAL	CXorf49B	no	
SymSyn	uncharacterized protein CXorf49-like	LOC129476096	79436390	79440841	+	ANCESTRAL	CXorf49B	no	
SymSyn	uncharacterized protein CXorf49	LOC129476097	79477679	79481460	-	AMPLICONIC	CXorf49B	no	
SymSyn	uncharacterized protein CXorf49-like	LOC129475875	79558108	79561908	-	ANCESTRAL	CXorf49B	no	
SymSyn	protein FAM236A	LOC129476119	80476787	80479504	-	AMPLICONIC	FAM236C	yes	Q15.2A
SymSyn	protein FAM236D	LOC129476120	80502618	80503425	-	AMPLICONIC	FAM236C	yes	Q15.2A
SymSyn	doublesex- and mab-3-related transcription factor C1	LOC129476115	80503590	80533399	+	AMPLICONIC	DMRTC1B	yes	Q15.3A
SymSyn	doublesex- and mab-3-related transcription factor C1	LOC129475701	80552784	80581362	-	AMPLICONIC	DMRTC1B	yes	Q15.3B
SymSyn	protein FAM236D-like	LOC129475703	80581432	80582341	+	AMPLICONIC	FAM236C	yes	Q15.3B
SymSyn	protein FAM236A	LOC129475702	80607281	80608091	+	AMPLICONIC	FAM236C	yes	Q15.2B
SymSyn	polyadenylate-binding protein 1-like 2	LOC129475840	80686106	80697914	+	AMPLICONIC	PABPC1L2B	yes	Q16A
SymSyn	uncharacterized LOC129475347	LOC129475347	87823225	87837550	-	ANCESTRAL	TBL1X	no	
SymSyn	protein ARMCX6-like	LOC129476194	106051145	106052320	+	ANCESTRAL	ARMCX2	no	
SymSyn	protein ARMCX6	LOC129475989	106072947	106075851	-	ANCESTRAL	ARMCX2	no	
SymSyn	T-complex protein 11-like X-linked protein 2	LOC129475367	106458483	106466278	+	ANCESTRAL	TCP11X2	no	
SymSyn	nuclear RNA export factor 2-like	LOC129475949	106494807	106544455	+	AMPLICONIC	NXF2	yes	Q18A
SymSyn	nuclear RNA export factor 2	LOC129475952	106563335	106612996	-	AMPLICONIC	NXF2	yes	Q18B
SymSyn	T-complex protein 11-like X-linked protein 2	LOC129475368	106641235	106651877	-	AMPLICONIC	TCP11X2	yes	Q18B
SymSyn	nuclear RNA export factor 2-like	LOC129475953	106731135	106752904	+	ANCESTRAL	NXF2	no	
SymSyn	histone H2B type W-T	LOC129476184	108062661	108074301	-	ANCESTRAL	H2BW2	no	
SymSyn	thymosin beta-15A-like	LOC129475073	108074325	108076049	-	ANCESTRAL	TMSB15B	no	
SymSyn	rhox homeobox family member 2	LOC129475561	123617385	123623128	+	ANCESTRAL	RHOXF2B	no	
SymSyn	cancer/testis antigen 47A	LOC129475647	124293678	124297021	-	ANCESTRAL	CT47C1	no	
SymSyn	cancer/testis antigen family 47 member B1-like	LOC129475968	124298477	124301835	-	ANCESTRAL	CT47C1	no	
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129476051	138097022	138098833	+	ANCESTRAL	ETDA	no	
SymSyn	small integral membrane protein 10-like protein 2A	LOC129475086	138111817	138119349	+	AMPLICONIC	SMIM10L2A	no	
SymSyn	embryonic testis differentiation protein homolog B	LOC129475085	138143191	138144866	-	AMPLICONIC	ETDA	yes	Q20A
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129475084	138247239	138248852	+	AMPLICONIC	ETDA	yes	Q20B
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129475011	138384883	138386293	+	ANCESTRAL	ETDA	no	
SymSyn	small integral membrane protein 10-like protein 2A	LOC129475897	138411337	138418066	+	ANCESTRAL	SMIM10L2A	no	
SymSyn	sarcoma antigen 1-like	LOC134735984	138570840	138573883	+	ANCESTRAL	SAGE1	no	
SymSyn	sarcoma antigen 1	LOC129475418	138591100	138607375	-	AMPLICONIC	SAGE1	yes	Q21.1A
SymSyn	cancer/testis antigen family 45 member A1	LOC129475547	138610040	138646178	+	AMPLICONIC	CT45A8	yes	Q21.6A
SymSyn	cancer/testis antigen family 45 member A1	LOC129475125	138666592	138674693	-	AMPLICONIC	CT45A8	no	
SymSyn	cancer/testis antigen family 45 member A6-like	LOC129475419	138804100	138808534	-	ANCESTRAL	CT45A8	no	
SymSyn	uncharacterized LOC129476473	LOC129476473	143168298	143169084	-	ANCESTRAL	uncharacterized LOC129476473	no	
SymSyn	large ribosomal subunit protein eL42-like	LOC129475464	144260871	144261582	-	ANCESTRAL	RPL36A-HNRNPH2	no	
SymSyn	melanoma-associated antigen C3-like	LOC129475798	144656882	144657924	+	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen C2-like	LOC129475598	144894395	144895518	-	ANCESTRAL	MAGEB18	no	
SymSyn	melanoma-associated antigen C2	LOC129475723	144942438	144945381	-	ANCESTRAL	MAGEB18	no	
SymSyn	sperm protein associated with the nucleus on the X chromosome N3	LOC129476032	146233643	146242458	-	ANCESTRAL	SPANXA1	no	
SymSyn	sperm protein associated with the nucleus on the X chromosome N1	LOC129476224	147863549	147864676	+	ANCESTRAL	SPANXA1	no	
SymSyn	uncharacterized protein CXorf51A-like	LOC129476403	149410096	149410736	-	ANCESTRAL	CXorf51B	no	
SymSyn	melanoma-associated antigen 9	LOC129475730	152146541	152152575	-	AMPLICONIC	MAGEB18	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked	LOC129476197	152157621	152165317	-	AMPLICONIC	HSFX3	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked	LOC129476151	152170252	152178060	-	AMPLICONIC	HSFX3	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked	LOC129476153	152182997	152190809	-	AMPLICONIC	HSFX3	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked	LOC129476044	152195744	152203556	-	AMPLICONIC	HSFX3	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked	LOC129476047	152208470	152216278	-	AMPLICONIC	HSFX3	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked-like	LOC129475434	152215057	152225260	-	AMPLICONIC	HSFX1	yes	Q22.1A
SymSyn	heat shock transcription factor, X-linked-like	LOC129475435	152227794	152241732	-	AMPLICONIC	HSFX1	yes	Q22.6A
SymSyn	heat shock transcription factor, X-linked-like	LOC129475684	152246842	152250733	-	AMPLICONIC	HSFX1	yes	Q22.8A
SymSyn	transmembrane protein 185A	LOC129475685	152250855	152285256	-	AMPLICONIC	TMEM185A	yes	Q22.8A
SymSyn	transmembrane protein 185A-like	LOC129475901	152373522	152378881	+	AMPLICONIC	TMEM185A	no	
SymSyn	heat shock transcription factor, X-linked-like	LOC129475900	152380654	152383332	+	AMPLICONIC	HSFX1	yes	Q22.8B
SymSyn	heat shock transcription factor, X-linked-like	LOC129476164	152387976	152396073	+	AMPLICONIC	HSFX1	yes	Q22.1B
SymSyn	heat shock transcription factor, X-linked-like	LOC129476166	152400714	152408811	+	AMPLICONIC	HSFX1	yes	Q22.1B
SymSyn	heat shock transcription factor, X-linked-like	LOC129476182	152413460	152421557	+	AMPLICONIC	HSFX1	yes	Q22.1B
SymSyn	heat shock transcription factor, X-linked-like	LOC129476165	152426211	152434295	+	AMPLICONIC	HSFX1	yes	Q22.1B
SymSyn	melanoma-associated antigen 9-like	LOC129476101	152443205	152444976	+	AMPLICONIC	MAGEB18	yes	Q22.1B
SymSyn	heat shock transcription factor, X-linked member 3	LOC129475851	152483592	152490966	+	AMPLICONIC	HSFX3	yes	Q22.1B
SymSyn	uncharacterized LOC129475109	LOC129475109	152499907	152556484	+	AMPLICONIC	uncharacterized LOC129053094	yes	Q22.1B
SymSyn	melanoma-associated antigen 3-like	LOC129476140	155170354	155173415	+	AMPLICONIC	MAGEB18	yes	Q23A
SymSyn	chondrosarcoma-associated gene 2/3 protein-like	LOC129476142	155182687	155188997	-	AMPLICONIC	CSAG1	no	
