Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name	cluster
PonAbe	MAGE family member D1	MAGED1	52055297	52155844	+	ANCESTRAL	MAGED1	no		MAGED1
PonAbe	X antigen family member 2	XAGE2	52601303	52608170	+	ANCESTRAL	GAGE1	no		XAGE2
PonAbe	X antigen family member 5	XAGE5	53007496	53014524	+	AMPLICONIC	GAGE1	no		XAGE5
PonAbe	X antigen family member 3	XAGE3	53034255	53040305	-	AMPLICONIC	GAGE1	no		XAGE3
PonAbe	MAGE family member D2	MAGED2	55053417	55061690	+	ANCESTRAL	MAGED1	no		MAGED2
PonAbe	trophinin	TRO	55200795	55211463	+	ANCESTRAL	MAGED1	no		TRO
PonAbe	PAGE family member 5	PAGE5	55489811	55493546	+	ANCESTRAL	GAGE1	no		PAGE5
PonAbe	PAGE family member 3	PAGE3	55528075	55536556	-	ANCESTRAL	GAGE1	no		PAGE3
PonAbe	spindlin family, member 3	SPIN3	57313892	57422862	-	ANCESTRAL	SPIN2A	no		SPIN3_2
PonAbe	spindlin family member 4	SPIN4	67960281	68170483	-	ANCESTRAL	SPIN2A	no		SPIN4
PonAbe	chromosome X CXorf49B homolog	CXHXorf49B	76557020	76561497	+	AMPLICONIC	CXorf49B	no		CXorf49
PonAbe	DMRT like family C1B	DMRTC1B	77556558	77628318	+	AMPLICONIC	DMRTC1B	yes	Q10A	DMRTC1
PonAbe	poly(A) binding protein cytoplasmic 5	PABPC5	97045824	97049821	+	ANCESTRAL	PABPC1L2B	no		PABPC5
PonAbe	ribosomal protein L36a	RPL36A	107120354	107125253	+	ANCESTRAL	RPL36A-HNRNPH2	no		RPL36A
PonAbe	armadillo repeat containing X-linked 1	ARMCX1	107280058	107284248	+	ANCESTRAL	ARMCX2	no		ARMCX1
PonAbe	armadillo repeat containing X-linked 3	ARMCX3	107346234	107351279	+	ANCESTRAL	ARMCX2	no		ARMCX3
PonAbe	armadillo repeat containing X-linked 2	ARMCX2	107381043	107385592	-	ANCESTRAL	ARMCX2	no		ARMCX2
PonAbe	t-complex 11 family, X-linked 2	TCP11X2	108149166	108171666	-	ANCESTRAL	TCP11X2	no		TCP11X2
PonAbe	thymosin beta 15A	TMSB15A	108218913	108222019	-	ANCESTRAL	TMSB15B	no		TMSB15A
PonAbe	G protein-coupled receptor associated sorting protein 2	GPRASP2	108428675	108433949	+	ANCESTRAL	GPRASP2	no		GPRASP2
PonAbe	G protein-coupled receptor associated sorting protein 1	GPRASP1	108306666	108621964	+	ANCESTRAL	GPRASP2	no		GPRASP1
PonAbe	nuclear RNA export factor 3	NXF3	108803036	108820265	-	ANCESTRAL	NXF2	no		NXF3
PonAbe	transcription elongation factor A like 8	TCEAL8	108978410	108980616	-	ANCESTRAL	TCEAL8	no		TCEAL8
PonAbe	cancer/testis antigen family 47 member C1	CT47C1	124832608	124836109	+	ANCESTRAL	CT47C1	no		CT47C1_2
PonAbe	small integral membrane protein 10	SMIM10	140996362	141011048	+	ANCESTRAL	SMIM10L2A	no		SMIM10_2
PonAbe	small integral membrane protein 10 like 2B	SMIM10L2B	141152915	141154634	-	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
PonAbe	small integral membrane protein 10 like 2A	SMIM10L2A	141503723	141509802	+	ANCESTRAL	SMIM10L2A	no		SMIM10L2A
PonAbe	integrator complex subunit 6 like	INTS6L	141620226	141682235	+	ANCESTRAL	SAGE1	no		INTS6L
PonAbe	sarcoma antigen 1	SAGE1	141976995	142002969	+	ANCESTRAL	SAGE1	no		SAGE1
PonAbe	MAGE family member A11	MAGEA11	156076478	156099494	+	AMPLICONIC	MAGEB18	no		MAGEA11
PonAbe	transmembrane protein 185A	TMEM185A	156191452	156225642	+	AMPLICONIC	TMEM185A	no		TMEM185A
PonAbe	MAGE family member A8	MAGEA8	156331492	156336081	+	ANCESTRAL	MAGEB18	no		MAGEA8
PonAbe	endothelium and lymphocyte associated ASCH domain 2	EOLA2	156389033	156398640	-	ANCESTRAL	EOLA1	no		EOLA2
PonAbe	MAGE family member A4	MAGEA4	158420807	158430990	+	ANCESTRAL	MAGEB18	no		MAGEA1
PonAbe	MAGE family member A10	MAGEA10	158636230	158640364	-	ANCESTRAL	MAGEB18	no		MAGEA10
PonAbe	MAGE family member A2B	MAGEA2B	159238567	159240278	+	AMPLICONIC	MAGEB18	yes	Q19A	MAGEA2
PonAbe	PNMA family member 5	PNMA5	159526271	159529143	-	ANCESTRAL	PNMA6E	no		PNMA5
PonAbe	PNMA family member 3	PNMA3	159594824	159598843	+	ANCESTRAL	PNMA6E	no		PNMA3
PonAbe	MAGE family member A1	MAGEA1	159722283	159726303	+	ANCESTRAL	MAGEB18	no		MAGEA1
PonAbe	PNMA family member 6F	PNMA6F	159882926	159886951	-	ANCESTRAL	PNMA6E	no		PNMA6F
PonAbe	testis expressed 28	TEX28	160770358	160796962	-	ANCESTRAL	TEX28	no		TEX28
PonAbe	L antigen family member 3	LAGE3	160983788	160985306	-	ANCESTRAL	LAGE3	no		LAGE3
PonAbe	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	161048531	161071866	+	ANCESTRAL	IKBKG	no		IKBKG
PonAbe	coagulation factor VIII	F8	161333890	161553381	-	ANCESTRAL	F8A2	no		F8_2
PonAbe	coagulation factor VIII associated 1	F8A1	161391778	161393587	+	ANCESTRAL	F8A2	no		F8A3
PonAbe	colony stimulating factor 2 receptor subunit alpha	CSF2RA	1061943	1098815	+	PAR	CSF2RA	no		CSF2RA_2
PonAbe	MAGE family member B6B	MAGEB6B	26306806	26307903	+	ANCESTRAL	MAGEB18	no		MAGEB6
PonAbe	spindlin family member 2B	SPIN2B	57513573	57515711	-	ANCESTRAL	SPIN2A	no		SPIN2A
PonAbe	family with sequence similarity 236 member B	FAM236B	77718690	77719614	+	AMPLICONIC	FAM236C	yes	Q10B	FAM236B
PonAbe	poly(A) binding protein cytoplasmic 1 like 2B	PABPC1L2B	77809235	77812071	+	AMPLICONIC	PABPC1L2B	yes	Q11.2A	PABPC1L2B
PonAbe	RAB40A, member RAS oncogene family	RAB40A	109229590	109240470	-	ANCESTRAL	RAB40A	no		RAB40A
PonAbe	Rhox homeobox family member 2	RHOXF2	125983301	125990298	+	ANCESTRAL	RHOXF2B	no		RHOXF2_2
PonAbe	embryonic testis differentiation homolog A	ETDA	141324516	141326432	+	AMPLICONIC	ETDA	yes	Q15.1B	ETDA
PonAbe	embryonic testis differentiation homolog C	ETDC	141383062	141389285	+	ANCESTRAL	ETDA	no		ETDC
PonAbe	heat shock transcription factor family, X-linked member 4	HSFX4	156384212	156385958	+	ANCESTRAL	HSFX3	no		HSFX4_2
PonAbe	PNMA family member 6A	PNMA6A	159610894	159613287	+	AMPLICONIC	PNMA6E	yes	Q20A	PNMA6A
PonAbe	opsin 1, medium wave sensitive 3	OPN1MW3	160755682	160770365	+	ANCESTRAL	OPN1LW	no		OPN1MW
PonAbe	cAMP-dependent protein kinase catalytic subunit PRKX-like	LOC112131563	3163720	3487965	-	AMPLICONIC	TBL1X	no		PonAbe_PonPyg_cluster1
PonAbe	cAMP-dependent protein kinase catalytic subunit PRKX	LOC100434648	3626692	3734147	-	AMPLICONIC	TBL1X	no		PRKX
PonAbe	variable charge X-linked-like	LOC134102853	6528276	6528956	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC100437634	6533211	6534015	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC100439576	7795223	7819871	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC103889008	7823815	7824600	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC100937424	8171110	8171914	-	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC100440314	8475594	8476412	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	variable charge X-linked-like	LOC129052884	8480677	8481493	+	ANCESTRAL	VCX2	no		PonAbe_PonPyg_cluster1
PonAbe	thymosin beta-10-like	LOC112131038	18434756	18434887	+	ANCESTRAL	TMSB15B	no		MacFas_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	melanoma-associated antigen B6	LOC100436626	26338815	26341932	+	ANCESTRAL	MAGEB18	no		MAGEB6
PonAbe	melanoma-associated antigen B10	LOC100442395	27981173	27986090	+	ANCESTRAL	MAGEB18	no		MAGEB10
PonAbe	melanoma-associated antigen B10-like	LOC100442767	27995848	27996892	+	ANCESTRAL	MAGEB18	no		PanPan_PanTro_PonAbe_PonPyg_cluster1
PonAbe	melanoma-associated antigen B18-like	LOC100443128	28018259	28019305	+	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster1
PonAbe	melanoma-associated antigen B16	LOC100452324	36128738	36130381	+	ANCESTRAL	MAGEB18	no		MAGEB16
PonAbe	PHD finger protein 14-like	LOC129052908	37095023	37095743	+	ANCESTRAL	H2AB3	no		PonAbe_cluster1
PonAbe	histone H2A-like 3	LOC129052909	38219667	38220380	+	ANCESTRAL	H2AB3	no		H2AL3_2
PonAbe	putative protein SSX6	LOC100462500	48527780	48536759	+	AMPLICONIC	SSX4B	yes	Q1.1A	SSX3
PonAbe	putative protein SSX6	LOC112130964	48545593	48554572	-	AMPLICONIC	SSX4B	yes	Q1.1B	SSX3
PonAbe	protein SSX7-like	LOC112130723	48573349	48582523	+	AMPLICONIC	SSX4B	yes	Q1.2A	SSX3
PonAbe	protein SSX1	LOC129047243	48600256	48608102	-	AMPLICONIC	SSX4B	yes	Q1.2A	SSX3
PonAbe	protein SSX2-like	LOC129052917	48657265	48665773	+	AMPLICONIC	SSX4B	yes	Q1.2A	PonAbe_PonPyg_cluster1
PonAbe	protein SSX1	LOC100441307	48727222	48735068	+	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonAbe	protein SSX5	LOC100440684	48754277	48761954	-	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonAbe	putative protein SSX6	LOC100451987	48780696	48789599	+	AMPLICONIC	SSX4B	yes	Q1.2B	SSX3
PonAbe	protein SSX7	LOC100444465	48805487	48813537	-	AMPLICONIC	SSX4B	no		SSX3
PonAbe	protein SSX3	LOC100445071	48861855	48872229	-	AMPLICONIC	SSX4B	no		SSX3
PonAbe	protein SSX4	LOC100457489	48897703	48940271	+	AMPLICONIC	SSX4B	no		SSX3
PonAbe	G antigen 2D	LOC129052921	49817619	49824408	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052924	49826610	49833389	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052923	49835592	49842365	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052926	49844640	49851332	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052925	49853535	49860312	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052927	49862514	49890010	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC129052928	49871567	49878267	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	G antigen 2D	LOC100434123	49880470	49887586	+	ANCESTRAL	GAGE1	no		GAGE1
PonAbe	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100443622	51575940	51580841	+	ANCESTRAL	NUDT10	no		NUDT10
PonAbe	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC100443257	51756407	51763223	-	ANCESTRAL	NUDT10	no		NUDT10
PonAbe	centromere protein V-like protein 1	LOC100444715	51926589	51928226	-	AMPLICONIC	CENPVL2	yes	Q3A	CENPVL3
PonAbe	centromere protein V-like protein 1	LOC112130999	51955628	51957243	+	AMPLICONIC	CENPVL2	yes	Q3B	CENPVL3
PonAbe	putative uncharacterized protein FLJ39060	LOC100446943	52304624	52307728	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4A	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	melanoma-associated antigen D4	LOC100447305	52315361	52322768	-	AMPLICONIC	MAGED1	yes	Q4A	MAGED4
PonAbe	melanoma-associated antigen D4	LOC112131062	52420072	52427479	+	AMPLICONIC	MAGED1	yes	Q4B	MAGED4
PonAbe	putative uncharacterized protein FLJ39060	LOC112130752	52435114	52436535	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q4B	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	X antigen family member 3-like	LOC100448543	52614550	52667492	+	ANCESTRAL	GAGE1	no		PonAbe_PonPyg_cluster1
PonAbe	X antigen family member 5	LOC103889054	52649398	52654717	-	ANCESTRAL	GAGE1	no		XAGE5
PonAbe	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129052818	52700956	52708166	+	AMPLICONIC	SPANXA1	yes	Q5.1A	PonAbe_cluster1
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100436290	52727927	52729353	+	AMPLICONIC	SPANXA1	yes	Q5.2A	PonAbe_PonPyg_cluster1
PonAbe	protein SSX7	LOC129052857	52735407	52746350	-	AMPLICONIC	SSX4B	yes	Q5.3A	SSX3
PonAbe	protein SSX3	LOC100451712	52788920	52797920	-	AMPLICONIC	SSX4B	yes	Q6A	SSX3
PonAbe	protein SSX4	LOC100449492	52826788	52835053	+	AMPLICONIC	SSX4B	no		SSX3
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100449851	52842091	52843651	-	AMPLICONIC	SPANXA1	no		SPANXN5
PonAbe	protein SSX3-like	LOC112128549	52871166	52880128	+	AMPLICONIC	SSX4B	yes	Q6B	SSX3
PonAbe	protein SSX7	LOC112130770	52924245	52932074	+	AMPLICONIC	SSX4B	no		SSX3
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC129047312	52939374	52940936	-	AMPLICONIC	SPANXA1	yes	Q5.2B	SPANXN5
PonAbe	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129052820	52954470	52961718	-	AMPLICONIC	SPANXA1	yes	Q5.1B	PonAbe_cluster1
PonAbe	X antigen family member 3-like	LOC100936054	52994050	53023426	-	AMPLICONIC	GAGE1	no		XAGE3
PonAbe	protein FAM156A/FAM156B	LOC100453676	53069510	53080573	+	AMPLICONIC	FAM156B	yes	Q7A	FAM156B
PonAbe	protein FAM156A/FAM156B	LOC112128537	53118915	53144710	-	AMPLICONIC	FAM156B	yes	Q7B	FAM156B
PonAbe	putative G antigen family E member 3	LOC100435865	55354298	55358182	+	ANCESTRAL	GAGE1	no		PAGE5
PonAbe	X antigen family member 1-like	LOC103889057	55442718	55446785	+	ANCESTRAL	XAGE1A	no		PonAbe_PonPyg_cluster1
PonAbe	putative G antigen family E member 3	LOC100438123	55555083	55557838	+	ANCESTRAL	GAGE1	no		PAGE5
PonAbe	spindlin-2	LOC100446323	57529196	57530475	-	ANCESTRAL	SPIN2A	no		SPIN2A
PonAbe	zinc finger X-linked duplicated B	LOC100447801	57943563	57949365	+	ANCESTRAL	ZXDA	no		ZXDA
PonAbe	zinc finger X-linked duplicated A	LOC100448544	58319494	58348700	-	ANCESTRAL	ZXDA	no		ZXDA
PonAbe	uncharacterized protein CXorf49	LOC100434045	76506940	76510854	-	ANCESTRAL	CXorf49B	no		CXorf49
PonAbe	uncharacterized protein CXorf49	LOC100449772	76511755	76515475	+	ANCESTRAL	CXorf49B	no		CXorf49
PonAbe	uncharacterized protein CXorf49-like	LOC129047433	76555056	76556937	-	AMPLICONIC	CXorf49B	yes	Q9A	PonAbe_cluster1
PonAbe	protein FAM236A	LOC112131056	77561455	77562379	-	AMPLICONIC	FAM236C	yes	Q10A	FAM236A
PonAbe	uncharacterized LOC112131009	LOC112131009	77587368	77588375	-	AMPLICONIC	FAM236C	yes	Q10A	PonAbe_cluster1
PonAbe	doublesex- and mab-3-related transcription factor C1	LOC129052956	77652746	77724517	-	AMPLICONIC	DMRTC1B	yes	Q10B	DMRTC1_2
PonAbe	polyadenylate-binding protein 1-like 2	LOC129052957	77881047	77883412	-	AMPLICONIC	PABPC1L2B	yes	Q11.2B	PABPC1L2B
PonAbe	protein ARMCX6	LOC112130737	107320924	107322201	+	ANCESTRAL	ARMCX2	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	protein ARMCX6	LOC100450097	107338575	107341493	-	ANCESTRAL	ARMCX2	no		ARMCX6
PonAbe	nuclear RNA export factor 5	LOC100451207	107556738	107633467	-	ANCESTRAL	NXF2	no		PonAbe_cluster1
PonAbe	nuclear RNA export factor 2	LOC100454300	107946471	108019256	+	AMPLICONIC	NXF2	yes	Q12A	NXF2
PonAbe	nuclear RNA export factor 2	LOC129053001	108056886	108129608	-	AMPLICONIC	NXF2	yes	Q12B	NXF2
PonAbe	ras-related protein Rab-40A-like	LOC129047344	108653550	108658945	+	ANCESTRAL	RAB40A	no		RAB40A
PonAbe	thymosin beta-15A	LOC100435638	109695567	109699027	+	ANCESTRAL	TMSB15B	no		TMSB15A
PonAbe	histone H2B type F-M	LOC100436002	109707707	109711697	+	ANCESTRAL	H2BW2	no		H2BW1_2
PonAbe	histone H2B type F-M	LOC100452742	109729736	109752545	-	ANCESTRAL	H2BW2	no		PonAbe_PonPyg_cluster1
PonAbe	histone H2B type W-T	LOC100452361	109752582	109753532	+	AMPLICONIC	H2BW2	yes	Q13A	H2BW1
PonAbe	histone H2B type W-T	LOC112130949	109794041	109796604	-	AMPLICONIC	H2BW2	yes	Q13B	H2BW1
PonAbe	thymosin beta-15A	LOC100450132	109838234	109849798	-	ANCESTRAL	TMSB15B	no		TMSB15C
PonAbe	cancer/testis antigen family 47 member B1	LOC100939002	126723081	126726370	-	ANCESTRAL	CT47C1	no		CT47A4
PonAbe	cancer/testis antigen family 47 member B1	LOC100442901	126727900	126731263	-	ANCESTRAL	CT47C1	no		PonAbe_PonPyg_cluster1
PonAbe	cancer/testis antigen 47A	LOC100443506	126732789	126736137	-	ANCESTRAL	CT47C1	no		PonAbe_PonPyg_cluster2
PonAbe	embryonic testis differentiation protein homolog B	LOC129053068	141186291	141188189	-	AMPLICONIC	ETDA	yes	Q15.1A	ETDA
PonAbe	embryonic testis differentiation protein homolog B-like	LOC100936563	141479424	141479780	+	ANCESTRAL	ETDA	no		ETDB
PonAbe	sarcoma antigen 1-like	LOC100459263	141702146	141718825	+	ANCESTRAL	SAGE1	no		GorGor_PonAbe_PonPyg_cluster1
PonAbe	putative SAGE1-like protein	LOC100460011	141775831	141789181	-	ANCESTRAL	SAGE1	no		PanPan_PanTro_PonAbe_PonPyg_cluster1
PonAbe	cancer/testis antigen family 45 member A3	LOC100460374	141821222	141825529	+	ANCESTRAL	CT45A8	no		CT45A3
PonAbe	sarcoma antigen 1-like	LOC100438002	141909361	141917584	-	ANCESTRAL	SAGE1	no		PonAbe_PonPyg_cluster1
PonAbe	cancer/testis antigen family 45 member A10	LOC112128541	141938522	141946494	-	ANCESTRAL	CT45A8	no		CT45A3
PonAbe	cancer/testis antigen family 45 member A10	LOC100462578	141955758	141963835	-	ANCESTRAL	CT45A8	no		CT45A3
PonAbe	putative MAGE domain-containing protein MAGEA13P	LOC100444595	144647263	144648315	+	ANCESTRAL	MAGEB18	no		GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_cluster1
PonAbe	uncharacterized protein AH6.3-like	LOC103889114	146221508	146222321	+	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	uncharacterized protein AH6.3-like	LOC103889115	146429332	146430144	-	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
PonAbe	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129053084	147271800	147273062	+	ANCESTRAL	SPANXA1	no		PonAbe_PonPyg_cluster2
PonAbe	melanoma-associated antigen C1	LOC100936035	148096914	148099569	+	ANCESTRAL	MAGEB18	no		MAGEC1
PonAbe	melanoma-associated antigen C2-like	LOC100455154	148117564	148118688	+	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster2
PonAbe	melanoma-associated antigen C1-like	LOC100451620	148136510	148142439	+	AMPLICONIC	MAGEB18	yes	Q17A	MAGEC1
PonAbe	melanoma-associated antigen C1-like	LOC100442935	148407772	148413696	-	AMPLICONIC	MAGEB18	yes	Q17B	MAGEC1
PonAbe	melanoma-associated antigen C2	LOC100455887	148433754	148436732	-	AMPLICONIC	MAGEB18	no		MAGEC2
PonAbe	sperm protein associated with the nucleus on the X chromosome N4	LOC103889120	149245900	149254400	+	ANCESTRAL	SPANXA1	no		PonAbe_cluster2
PonAbe	sperm protein associated with the nucleus on the X chromosome N3	LOC100457335	149741787	149750543	-	ANCESTRAL	SPANXA1	no		SPANXN2
PonAbe	sperm protein associated with the nucleus on the X chromosome N2	LOC100458898	149926394	149934811	-	ANCESTRAL	SPANXA1	no		PonAbe_cluster3
PonAbe	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129053088	151438197	151439403	+	AMPLICONIC	SPANXA1	no		PonAbe_cluster4
PonAbe	protein TsetseEP-like	LOC112130746	151530794	151532174	+	ANCESTRAL	SPANXA1	no		PonAbe_PonPyg_cluster3
PonAbe	uncharacterized protein CXorf51A	LOC100431875	153097449	153098211	-	ANCESTRAL	CXorf51B	no		CXorf51B
PonAbe	motor neuron and pancreas homeobox protein 1-like	LOC134760887	155900232	155908153	-	ANCESTRAL	uncharacterized LOC129053094	no		PonAbe_cluster1
PonAbe	EOLA-like protein	LOC100436004	155912145	155916185	+	AMPLICONIC	EOLA1	no		EOLA2
PonAbe	heat shock transcription factor, X-linked member 3	LOC112130987	155914775	155916414	-	AMPLICONIC	HSFX3	no		HSFX4
PonAbe	heat shock transcription factor, X-linked member 3	LOC112130989	155924696	155926523	-	AMPLICONIC	HSFX3	no		HSFX4
PonAbe	heat shock transcription factor, X-linked member 3-like	LOC134760886	155934625	155936290	-	AMPLICONIC	HSFX3	no		HSFX4
PonAbe	melanoma-associated antigen 9	LOC129052869	156022208	156027932	-	AMPLICONIC	MAGEB18	yes	Q18.2A	MAGEA9
PonAbe	heat shock transcription factor, X-linked	LOC112131491	156033037	156036173	-	AMPLICONIC	HSFX3	yes	Q18.2A	HSFX2
PonAbe	transmembrane protein 185A-like	LOC129053092	156036635	156040997	-	AMPLICONIC	TMEM185A	yes	Q18.2A	TMEM185A_2
PonAbe	transmembrane protein 185A	LOC100440565	156142040	156146401	+	AMPLICONIC	TMEM185A	yes	Q18.2B	TMEM185A_2
PonAbe	heat shock transcription factor, X-linked-like	LOC129053093	156146864	156150014	+	AMPLICONIC	HSFX1	yes	Q18.2B	HSFX2
PonAbe	melanoma-associated antigen 9	LOC100456992	156154467	156160832	+	AMPLICONIC	MAGEB18	yes	Q18.2B	MAGEA9
PonAbe	heat shock transcription factor, X-linked	LOC100438616	156225680	156229701	+	AMPLICONIC	HSFX3	yes	Q18.4B	HSFX2
PonAbe	melanoma-associated antigen 9	LOC112131876	156234470	156240069	+	AMPLICONIC	MAGEB18	yes	Q18.3B	MAGEA9
PonAbe	uncharacterized LOC129053094	LOC129053094	156398859	156466198	+	ANCESTRAL	uncharacterized LOC129053094	no		PonAbe_cluster2
PonAbe	melanoma-associated antigen 6	LOC100458539	159220012	159223583	+	AMPLICONIC	MAGEB18	yes	Q19A	MAGEA2
PonAbe	chondrosarcoma-associated gene 2/3 protein	LOC100457930	159230010	159231053	-	AMPLICONIC	CSAG1	yes	Q19A	CSAG2
PonAbe	chondrosarcoma-associated gene 2/3 protein	LOC100456253	159248867	159249706	-	AMPLICONIC	CSAG1	yes	Q19A	CSAG2
PonAbe	melanoma-associated antigen 12	LOC129047329	159255142	159259102	+	AMPLICONIC	MAGEB18	no		MAGEA2
PonAbe	chondrosarcoma-associated gene 2/3 protein-like	LOC129047273	159263110	159263964	+	AMPLICONIC	CSAG1	yes	Q19B	CSAG2
PonAbe	melanoma-associated antigen 2	LOC129052873	159272509	159274248	-	AMPLICONIC	MAGEB18	yes	Q19B	MAGEA2
PonAbe	melanoma-associated antigen 6	LOC129053098	159289217	159292787	-	AMPLICONIC	MAGEB18	yes	Q19B	MAGEA2
PonAbe	PNMA family member 6A	LOC100461984	159613350	159616035	-	AMPLICONIC	PNMA6E	yes	Q20B	PNMA6A
PonAbe	PWWP domain-containing DNA repair factor 4	LOC129053100	159662180	159670495	-	AMPLICONIC	PWWP4	yes	Q21A	PonAbe_PonPyg_cluster1
PonAbe	PWWP domain-containing DNA repair factor 4-like	LOC129053101	159831872	159839733	+	AMPLICONIC	PWWP4	no		PonAbe_PonPyg_cluster1
PonAbe	paraneoplastic antigen Ma6E	LOC112131058	159964861	159968173	-	ANCESTRAL	PNMA6E	no		PNMA6E
PonAbe	long-wave-sensitive opsin 1	LOC129053106	160714792	160729573	+	ANCESTRAL	OPN1LW	no		OPN1MW
PonAbe	testis-specific protein TEX28	LOC129053105	160727846	160753267	-	ANCESTRAL	TEX28	no		TEX28
PonAbe	cancer/testis antigen 1	LOC100449857	161088366	161092883	+	ANCESTRAL	LAGE3	no		CTAG2
PonAbe	cancer/testis antigen 2	LOC100452836	161140786	161143807	-	ANCESTRAL	LAGE3	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_cluster1
PonAbe	histone H2A-Bbd type 2/3	LOC112130766	161390424	161391066	+	ANCESTRAL	H2AB3	no		PonAbe_PonPyg_cluster1
PonAbe	histone H2A-Bbd type 2/3	LOC112130778	161929324	161930416	+	AMPLICONIC	H2AB3	yes	Q24A	PonAbe_PonPyg_cluster1
PonAbe	40-kDa huntingtin-associated protein	LOC112130779	161930615	161932942	+	AMPLICONIC	F8A2	yes	Q24A	MacFas_PonAbe_PonPyg_cluster1
PonAbe	40-kDa huntingtin-associated protein	LOC112131028	162003987	162006313	-	AMPLICONIC	F8A2	yes	Q24B	MacFas_PonAbe_PonPyg_cluster1
PonAbe	histone H2A-Bbd type 2/3	LOC112130917	162006513	162007605	-	AMPLICONIC	H2AB3	yes	Q24B	PonAbe_PonPyg_cluster1
SymSyn	protein kinase cAMP-dependent X-linked catalytic subunit	PRKX	17672105	17782408	-	ANCESTRAL	TBL1X	no		PRKX
SymSyn	transducin beta like 1 X-linked	TBL1X	23564333	23788378	+	ANCESTRAL	TBL1X	no		TBL1X
SymSyn	thymosin beta 4 X-linked	TMSB4X	27049622	27051818	+	ANCESTRAL	TMSB15B	no		TMSB4X
SymSyn	MAGE family member B17	MAGEB17	30291769	30295556	+	ANCESTRAL	MAGEB18	no		MAGEB17
SymSyn	MAGE family member B18	MAGEB18	40333938	40336270	+	ANCESTRAL	MAGEB18	no		MAGEB18
SymSyn	MAGE family member B2	MAGEB2	44313613	44318108	+	ANCESTRAL	MAGEB18	no		MAGEB2
SymSyn	MAGE family member B16	MAGEB16	49872036	49877498	+	ANCESTRAL	MAGEB18	no		MAGEB16
SymSyn	PAGE family member 1	PAGE1	63167172	63175958	-	ANCESTRAL	GAGE1	no		PAGE1
SymSyn	PAGE family member 4	PAGE4	63235477	63314927	+	ANCESTRAL	GAGE1	no		PAGE4_2
SymSyn	centromere protein V like 3	CENPVL3	65022251	65024280	-	ANCESTRAL	CENPVL2	no		CENPVL3
SymSyn	MAGE family member D1	MAGED1	65197768	65297206	+	ANCESTRAL	MAGED1	no		MAGED1
SymSyn	X antigen family member 2	XAGE2	65733997	65740933	+	ANCESTRAL	GAGE1	no		XAGE2
